text,lang
,0.0
Альпы — на крайнім поўдні.,0.0
Геалагічна маладыя горы Альпы з’яўляюцца самымі высокімі і доўгімі гарамі Германіі.. Нямецкія Альпы вышынёю толькі ад 2000 м амаль цалкам знаходзяцца ў Баварыі.,0.0
Памежная з Аўстрыяй гара Цугшпіцэ (2962 м) з’яўляецца самай высокай вяршыняй Германіі.,0.0
"горы Сярэдняй Германіі — у цэнтры і ў паўднёвай частцы.. Яны распасціраюцца ад паўночнага краю цэнтральнага горнага парога і да Альп, Верхняга Рэйну і Бодэнскага возера.",0.0
"Горы, як правіла, растуць з поўначы на поўдзень па вышыні і працягласці.. Самым высокім пунктам гэтай часткі з’яўляецца пік Фельдберг (1493 м) у Шварцвальдзе, а пасля Вялікі Арбэр (1456 м) у Баварскім лесе.",0.0
"Вяршыні вышынёю больш за 1000 метраў над узроўнем мора ёсць таксама ў Рудных гарах, Фіхтэльгебіргэ, Швабскіх Альбах і горным масіве Гарц, дзе акрамя таго, знаходзіцца самая высокая кропка паўночнай Германіі — гара Брокен (1142,2 м).",0.0
Паўночна-Германская нізіна — на поўначы.. На поўнач ад Цэнтральнага нямецкага ўзвышша горы адсутнічаюць і сярэдняя вышыня над узроўнем мора складае не больш за 100 м.,0.0
"Гэта створаны старажытнымі покрыўнымі ледавікамі рэльеф нізін і там-сям раскіданых узвышшаў.. Адзіным пунктам вышэй за 200 метраў тут з’яўляецца пагорак Хайдэохэ з вышынёй у 201,4 м (назва самой вышыні па-ням.",0.0
Heideberg) які знаходзіцца ў муніцыпалітэце Грэдэн (федэральная зямля Брандэнбург).,0.0
,0.0
,0.0
"Германія, як і ўся Заходняя Еўропа, адрозніваецца ўмераным марскім кліматам з агульнай заходняй цыркуляцыяй атмасферы.. Паколькі ўзімку воды Паўночнай Атлантыкі цяплейшыя, чым суша, цёплае паветра распаўсюджваецца ў Еўропе, забяспечваючы тэмпературы нашмат вышэйшую за сярэднія для дадзеных шырот.",0.0
На ўсход і на поўдзень клімат становіцца больш кантынентальным.,0.0
,0.0
У цэлым узімку тэмпературы памяншаюцца да ўсходу: ізатэрма студзеня 0 °C праходзіць па лініі Любек — Бон.. На поўдні краіны тэмпературы паніжаюцца за кошт бoльшых вышынь.,0.0
"Снежны полаг звычайна трымаецца 20-25 дзён на поўначы, больш 40 дзён у паўднёвай Баварыі і звыш 100 дзён у Альпах і на вяршынях Шварцвальда.. Улетку сітуацыя процілеглая.",0.0
"Тэмпературы падвышаюцца ў паўднёвым кірунку, і самыя высокія паказчыкі адзначаюцца на Верхнерэйнскай нізіне.. Сярэдняя тэмпература ліпеня там 19 °C.",0.0
"Летнія тэмпературы на Паўночна-Германскай нізіне павышаюцца на ўсход і паўднёвы ўсход.. Сярэдняя тэмпература ліпеня ў Берліне 18,5 °C.",0.0
Сярэднія гадавыя сумы ападкаў на Паўночна-Германскай нізіне дасягаюць 750 мм на ўзбярэжжы Паўночнага мора і паступова памяншаюцца да ўсходу.,0.0
"На поўдзень ад нізіны ва ўмовах рассечанага рэльефу размеркаванне ападкаў ускладняецца: у гарах выпадае звыш 1000 мм, а часам і да 2000 мм ападкаў, тады як у некаторых ізаляваных катлавінах за год выпадае не больш за 500 мм.. Гэткія жа малыя сумы ападкаў выпадаюць у паласе, змешчанай да поўначы ад Сярэднегерманскіх гор, у іх дажджавым ценю.",0.0
"На поўдні і ўсходзе максімум ападкаў прыходзіцца на лета, паўночна-заходнія прыморскія раёны атрымліваюць бoльшую частку ападкаў узімку ва ўмовах мяккага надвор’я.",0.0
,0.0
,0.0
,0.0
"З шасці рэк з найбуйнейшымі басейнамі, Рэйн, Эльба, Везер, Эмс (Паўночнае мора) і Одэр (Балтыйскае мора) належаць да рэк Паўночнай Атлантыкі; і толькі Дунай упадае ў Чорнае мора, якое гідраграфічна звязана з Міжземным морам.. Вадазборы гэтых двух сістэм падзяляюцца адзін ад аднаго Галоўным Еўрапейскім водападзелам.",0.0
"Самая вялікая і славутая рака Германіі — Рэйн, які жывіцца ад велізарнага веера прытокаў у перадгор’ях Альпаў.",0.0
"Паміж Бінгенам і Бонам гэтая рака праразае глыбокую цясніну ў Рэйнскіх Сланцавых гарах, далей выходзіць на Паўночна-Германскую нізіну і ўпадае ў Паўночнае мора.. У пачатку лета адбываецца разводдзе, абумоўленае раставаннем снега ў гарах.",0.0
"Горы Сярэдняй Германіі, дзе пачынаецца шмат прытокаў Рэйна, маюць цалкам іншы рэжым з максімумам сцёку ўзімку, калі выпарэнне мінімальнае.. Спалучэнне гэтых двух крыніц забяспечвае Рэйну не толькі багаты, але і рэгулярны сцёк, што вельмі спрыяльна для суднаходства.",0.0
,0.0
Акрамя Рэйна ў Паўночнае мора нясуць свае воды Везер і Эльба.,0.0
"Паколькі жыўленне ад снягоў Альпійскай вобласці адсутнічае, на гэтых рэках у канцы лета і ўвосень назіраецца межань.. Одэр і яго асноўны прыток [[Нейсэ] бяруць пачатак у горах Сярэдняй Германіі.",0.0
"На поўдні краіны ў Шварцвальдзе пачынаецца і цячэ на ўсход Дунай.. Яго водны рэжым фармуецца ў асноўным пад уплывам правых прытокаў (Ізар, Ін, Вертах), якія бяруць пачатак у Альпах.",0.0
Летнія паводкі і зімовая межань ствараюць неспрыяльныя ўмовы для навігацыі.,0.0
Натуральныя азёры ў асноўным ледавіковага паходжання.. Ледавікі ўтварылі большасць буйных азёр у перадгор’ях Альпаў і у Гальштынскай Швейцарыі (горныя) і ў Мекленбургу (старажытныя покрыўныя).,0.0
"Самым вялікі возерам, якое цалкам ляжыць на нямецкай тэрыторыі, з’яўляецца возера Мюрыц — частка Мекленбургскага паазёр’я.. А самым вялікім памежным возерам, большая частка якога належыць Германіі, з’яўляецца Бодэнскае возера, акваторыя якога належыць таксама Аўстрыі і Швейцарыі.",0.0
,0.0
,0.0
,0.0
Разнастайнасць глебаў залежыць пераважна ад мясцовых мацярынскіх парод і характару карэннага расліннага полага.,0.0
"Пясчаныя субстраты Паўночнагерманскай нізіны моцна вышчалачаны, асабліва пад верасоўнікамі і хваёвымі лясамі.. Гэтыя бедныя кіслыя падзолістыя глебы не спрыяльныя для вырошчвання сельскагаспадарчых культур.",0.0
Ёсць буйныя арэалы кіслых балотных глеб.. Глебы прыбярэжных маршаў пасля правядзення меліярацыі становяцца ўрадлівымі.,0.0
Глебы гор Сярэдняй Германіі вельмі разнастайныя.,0.0
"Трывалыя карэнныя пароды горных масіваў доўгі час падвяргаліся выветрыванню ва ўмовах прахалоднага вільготнага клімату, і там сфармаваліся вышчалачаныя кіслыя бурыя лясныя глебы, якія часам змяшчаюць шмат камянёў.. Самыя ўрадлівыя глебы распаўсюджаныя на нізінах і рачных тэрасах, асабліва пры наяўнасці лёсавых адкладаў, — гэта чарназёмы, якія сустракаюцца на ўсход ад Гарца і ў Цюрынгіі і пераходзяць у бурыя лясныя глебы.",0.0
Тут размешчаныя лепшыя ворныя землі.,0.0
"Глебы Альпаў адрозніваюцца ў залежнасці ад вышыннага становішча мясцовасці і стромкасці схілаў.. Гэта маламагутныя камяністыя глебы, вышчалачанасць якіх узрастае з вышынёй.",0.0
,0.0
,0.0
,0.0
,0.0
,0.0
Германія цалкам знаходзіцца ва ўмеранай кліматычнай зоне.,0.0
"Таму, у асноўным, яе флора будзе прадстаўлена раслінамі шыракалістых і змешаных лясоў.. Агульная колькасць дзікіх відаў раслін у Германіі ацэньваюць у 9.500 відаў.",0.0
"Акрамя таго, расце каля 14.000 відаў грыбоў.. У густанаселенай Германіі, дзе карэнныя лясы былі альбо зведзеныя, альбо замененыя лесапасадкамі (пад лесапасадкі адводзяцца бяднейшыя землі, асабліва хвоі, натуральная расліннасць амаль не захавалася.",0.0
Карэнныя лясы з дуба і бярозы на поўначы краіны на працягу стагоддзяў былі замешчаныя арэаламі апрацаваных земляў у атачэнні пашаў-верасоўнікаў.. У цяперашні час і верасоўнікі прадстаўленыя толькі ў запаведніках.,0.0
"Нізкагор’і Сярэдняй Германіі пакрытыя пышнымі букавымі лясамі, якія чаргуюцца з буйнымі масівамі пасадак яловых лясоў.. На пясчаніках з’яўляецца хвоя.",0.0
"У больш высокіх гарах Сярэдняй Германіі і ў Альпах букавыя лясы з вышынёй змяняюцца букава-піхтавымі, а затым яловымі.",0.0
"У самых высокіх масівах, а таксама ў Альпах вышэй 2200—2800 м растуць травы, лішайнікі і імхі.. Здзіўляе багацце кветкавых раслін.",0.0
,0.0
,0.0
"Сярод самых характэрных жывёл у лясах Германіі вылучаюцца вавёрка, дзік і лісіца.",0.0
"Звычайныя высакародны алень, казуля і лань.. На высечках прыжыліся зайцы, трусы і іншыя грызуны, замест лясных птушак там распаўсюджваюцца тыповыя для адкрытых прастораў і жывых загарадзяў віды.",0.0
На альпійскіх лугах жыве сурок.. Забруджванне рэк пагражае існаванню выдры.,0.0
"Вільготныя раёны па берагах Балтыйскага і Паўночнага мораў маюць важнае значэнне для пералётных птушак Еўропы, асабліва качак, гусакоў і балотных птушак.. На дахах паўночнай Германіі часам можна ўбачыць гнёзды буслоў.",0.0
,0.0
,0.0
,0.0
На тэрыторыі Германіі чалавек упершыню пасяліўся ў эпоху ніжняга палеаліту (500—300 тыс.,0.0
"гадоў да н.. э.), аб чым сведчаць археалагічныя знаходкі гейдэльбергскага чалавека і астанкаў больш позняга неандэртальца.",0.0
"У мезаліце ​​на поўдні і ў цэнтры Германіі выяўлена тардэнуазская і азыльская культуры, у той час як на поўначы — культуры Лінгбі і Маглемозе.",0.0
"У неаліце ​​на тэрыторыі Германіі распаўсюдзілася культура лінейна-стужачнай керамікі, з носьбітамі якой звязваюць развіццё ручнога земляробства і пераход да жывёлагадоўлі.",0.0
"У жалезным веку на тэрыторыі Германіі былі пашыраны гальштацкая (пераважна кельцкая) і латэнская археалагічныя культуры, лужыцкая культура (верагодна, протаславянская).",0.0
Першыя сведчанні пра германцаў ў пісьмовых крыніцах адносяцца да старажытнагрэчаскага падарожніка і навукоўца Піфея з Масаліі.,0.0
,0.0
,0.0
н.. э.) ===,0.0
У сярэдзіне I стагоддзя да н.э.,0.0
"землі, размешчаныя на захад ад Рэйна, а пазней і частка тэрыторый на поўдзень ад Дуная, дзякуючы ваенным паходам Юлія Цэзара, увайшлі ў склад Рымскай імперыі.. Рымляне, прытрымліваюсыся сваёй экспансіянісцкай палітыкы, паспрабавалі распаўсюдзіць свой уплыў і на іншыя тэрыторыі.",0.0
"Аднак, спроба аказалася няўдалай: у 9 годзе да н.э.. рымскае войска пацярпела поўнае паражэнне ад аб’яднаных германскіх плямёнаў, узначаленых правадыром племя херускаў Армініям.",0.0
"На момант напісання Тацытам сваёй працы «Германія», германскія плямёны жылі ўздоўж Рэйна і Дуная, займаючы большую частку тэрыторыі сучаснай Германіі.",0.0
"Пэўныя рэгіёны ўсё ж трапілі пад уладу Рыма, з іх былі створаны правінцыі Белгіка, Галія, Верхняя і Ніжняя Германія, Рацыя і Норык.. Заснаваныя рымлянамі гарады, у прыватнасці Аўгсбург, Кёльн, Майнц і Трыр, у далейшай гісторыі сталі важнымі палітычнымі і эканамічнымі цэнтрамі.",0.0
"У III стагоддзі на тэрыторыі Германіі ўзнік шэраг буйных заходнегерманскіх плямёнаў: франкі, саксы, англы, лангбарды, алеманы і іншыя.",0.0
"З’яўляючыся добрымі ваярамі, германцы прыцягваліся рымлянамі да разнастайных ваенных мэтаў, а неўзабаве атрымалі дазвол пасяліцца ў памежнай зоне імперыі і атрымліваць рымскае грамадзянства.. Такая практыка хутка ператварылася ў пагрозу, калі сам Рым стаў залежным ад варвараў.",0.0
"Германскія ваеначальнікі і іх ваенныя часткі ўсё часцей вырашалі лёс імператараў, пакуль у рэшце рэшт, у 476 годзе палкаводзец Адаакр ня скінуў апошняга рымскага кіраўніка з трону.. Адначасова адбывалася Вялікае перасяленне народаў, таму ў V стагоддзі готы, вандалы, франкі, саксы і іншыя плямёны стварылі на тэрыторыі разваленай Заходняй Рымскай імперыі ўласныя каралеўствы.",0.0
"Да VI стагоддзя землі на ўсход ад Эльбы былі пакінутыя нямецкімі плямёнамі, а гэтую тэрыторыю засялілі заходнеславянскія плямёны палабаў, люцічаў і абадрытаў.",0.0
"Варта адзначыць, што палабскія славяне заснавалі вялікую колькасць замкаў і паселішчаў, якія пасля сталі нямецкімі гарадамі: Любеч (Любэк), Звярынай (Шверын), Будышын (Баўцэн), Бранібор (Брандэнбург).",0.0
,0.0
,0.0
,0.0
"Пасля распаду Рымскай імперыі ў Заходняй Еўропе ўтварылася Франкская дзяржава, якая ўжо праз тры стагоддзі, пры Карле Вялікім, ператварылася ў імперыю (800 г.).. Імперыя Карла ахоплівала тэрыторыі некалькіх сучасных дзяржаў, у прыватнасці Германіі.",0.0
"Аднак імперыя Карла Вялікага праіснавала нядоўга — унукі гэтага імператара падзялілі яе паміж сабой, у выніку чаго ўтварыліся тры каралеўствы — Заходне-Франкскае (пазней Францыя), Усходне-Франкскае (пазней Германія) і Сярэдзіннае каралеўства (неўзабаве распалася на Італію, Праванс і Латарынгію).",0.0
,0.0
Традыцыйна датай заснавання першай германскай дзяржавы прынята лічыць 2 лютага 962 года: у гэты дзень Усходне-Франкскі кароль Атон I быў каранаваны ў Рыме і стаў імператарам Свяшчэннай Рымскай імперыі.,0.0
"Нягледзячы на спробы імператараў аб’яднаць Свяшчэнную Рымскую імперыю, яна распалася на шматлікія незалежныя дзяржавы і гарады.. У ХVІ стагоддзі Германія стала цэнтрам Рэфармацыі каталіцкай царквы.",0.0
"Рэфармацыя паклала пачатак некалькім рэлігійным войнам у Германіі, самая працяглая і разбуральная з якіх — Трыццацігадовая — завяршылася ў 1648 Вестфальскім мірам.. У выніку была замацавана раздробненасць Германіі і ўлада імператара ўсё яшчэ заставалася чыста намінальнай.",0.0
"Такое становішча захоўвалася да 1806 года, калі нямецкі імператар Франц II, які як раз перад гэтым, у 1804-м, стаў таксама імператарам Аўстрыйскай імперыі, пакінуў трон пад ціскам французскага імператара Напалеона.",0.0
Пры Напалеоне Банапарце колькасць нямецкіх княстваў і вольных гарадоў значна скарацілася.,0.0
,0.0
,0.0
"Венскі кангрэс 1815 году спрыяў далейшаму аб’яднанню Германіі, у выніку чаго з 38 нямецкіх дзяржаў утварыўся вольны Нямецкі саюз пад вяршынствам Аўстрыі.. У ходзе нямецкай рэвалюцыі 1848 года ўзнік першы дэмакратычны парламент Германіі.",0.0
"Пасля рэвалюцыі 1848 году, стаў наспяваць канфлікт паміж узвышаючайся Прусіяй і Аўстрыяй.. Гэта прывяло да вайны 1866 года, якая ў якой Прусія атрымала перамогу і далучыла некалькі нямецкіх княстваў, пасля чаго Германскі саюз распаўся.",0.0
,0.0
"У 1866 годзе, быў створаны Паўночнагерманскі саюз, які пад вяршынствам Прусіі аб’яднаў усе нямецкія дзяржавы на поўнач ад Майна.",0.0
"Падчас Франка-прускай вайны, 18 студзеня 1871 г.. у Люстэркавай залі Версальскага палаца, Вільгельм Першы быў абвешчаны імператарам Германскай імперыі.",0.0
"Значную ролю ў аб’яднанні Германіі згуляў першы канцлер Германскай імперыі, князь Ота фон Бісмарк.",0.0
,0.0
,0.0
"У 1914 г.. Германія ўступіла ў Першую сусветную вайну, параза ў якой прывяла да Лістападаўскай рэвалюцыі, і як выніку — да краху імперыі, а таксама стварэння так званай Веймарскай рэспублікі.",0.0
У 1933 г.,0.0
"канцлерам Германіі стаў кіраўнік Нямецкай нацыянал-сацыялістычнай рабочай партыі Адольф Гітлер, пры якім дзяржава праводзіла агрэсіўную экспансіянісцкую і рэваншысцкую палітыку, якая ў 1939 годзе прывяла да пачатку Другой сусветнай вайны.",0.0
,0.0
,0.0
"Пасля таго, як Германія пацярпела паражэнне ў Другой сусветнай вайне, яе дзяржаўнасць была прыпыненая, ад тэрыторыі Германіі аддзеленыя вялікія тэрыторыі на ўсходзе, а астатнія былі падзелены на 4 зоны акупацыі: савецкую, амерыканскую, брытанскую і французскую.. 23 мая 1949 года на тэрыторыі амерыканскай, брытанскай і французскай зон акупацыі была створана Федэратыўная Рэспубліка Германія (ФРГ), а 7 лістапада таго ж года, на тэрыторыі савецкай зоны акупацыі — Германская Дэмакратычная Рэспубліка (ГДР).",0.0
"У падтрымку Усходняй Германіі Мікіта Хрушчоў патрабаваў ад заходніх дзяржаў фактычнага яе прызнання, пагражаючы закрыць доступ у Заходні Берлін.. Аднак да 1970-х гадоў заходнія саюзнікі адмаўляліся прызнаць ГДР, настойваючы на ​​аб’яднанні Германіі ў адпаведнасці з пасляваеннымі дамоўленасцямі.",0.0
,0.0
,0.0
У 1959 г.,0.0
у ГДР пачалася калектывізацыя сельскай гаспадаркі і нацыяналізацыі шматлікіх дробных прадпрыемстваў.. Да 1960 году прыватнае валоданне зямлёй знізілася ад 52 % у 1958 да 8 %.,0.0
"У той жа час усё больш жыхароў Усходняй Германіі (ГДР) уцякалі ў Заходнюю (ФРГ), у 1961 г.. годзе — каля 207 000 грамадзян.",0.0
"У жніўні таго ж года ўрад ГДР, каб блакаваць паток бежанцаў, загадаў збудаваць бетонны плот з калючым дротам, каб забараніць свабодны праход паміж Усходнім і Заходнім Берлінам.. Так была пабудавана Берлінская сцяна, якая да 1990 г.",0.0
стала ўвасабленнем жалезнай заслоны.,0.0
,0.0
,0.0
За 1985 год каля 400 000 грамадзян ГДР падалі заяву аб выдачы пастаяннай выязной візы.. Прадстаўнікі інтэлігенцыі і царкоўныя дзеячы ўжо адкрыта крытыкавалі рэжым за адсутнасць палітычных і культурных свабод.,0.0
"Незадаволенасць большасці ўсходнегерманскіх грамадзян урадам дасягнула кульмінацыі ў 1989 годзе.. У той час, калі суседнія дзяржавы спрабавалі лібералізаваць свае рэжымы, сацыялістычная адзіная партыя Германіі наадварот, вітала жорсткае падаўленне дэманстрацыі кітайскіх студэнтаў у чэрвені 1989 года на плошчы Цяньаньмэнь.",0.0
"У канцы таго ж года, грамадзянская незадаволенасць вылілася ў каласальныя дэманстрацыі пратэсту ў самой ГДР.. У лістападзе 1989 упала Берлінская сцяна.",0.0
У сакавіку 1990 года грамадзяне ГДР прынялі ўдзел у першых дэмакратычных выбарах за апошнія 58 гадоў.,0.0
"Перамогу атрымаў блок партый, блізкіх па ідэях да заходнегерманскага Хрысціянска-дэмакратычнага саюза, які выступаў за аб’яднанне Германіі.. Першым абраным прэм’ер-міністрам ГДР стаў Лотар дэ Мэзьер, пад кіраўніцтвам якога былі ажыццёўлены важныя змены, у прыватнасці адноўлены 5 федэральных зямель (ліквідаваныя ў 1952 г.), а 3 кастрычніка 1990 г.",0.0
ГДР спыніла самастойнае існаванне і была ўключана ў склад ФРГ.,0.0
,0.0
,0.0
"Згодна з Бон-Берлінскім актам, прынятым парламентам 10 сакавіка 1994 годзе, Берлін зноў стаў сталіцай аб’яднанай Германіі, у той час як Бон атрымаў унікальны статус саюзнага горада (па-ням.. Bundesstadt) — горада федэральнага значэння з захаваннем шэрагу федэральных міністэрстваў.",0.0
Перанос урада канчаткова завяршыўся ў 1999 годзе.,0.0
Пасля ўз’яднання Германія стала адыгрываць больш важную ролю ў дзейнасці Еўрапейскага Саюза і НАТА.. Краіна накіравала свае войскі для забеспячэння стабільнасці на Балканах і паслала свой міратворчы кантынгент у Афганістан.,0.0
"Гэтыя дзеянні былі ўспрынятыя неадназначна, паколькі згодна з пасляваеннымі дамоўленасцямі, Германія мела права на разгортванне войскаў толькі для абарончых мэтаў.. Разгортванне жа войскаў на чужых тэрыторыях не падпадала пад абарончыя дзеянні, аднак парламенцкае галасаванне па гэтым пытанні легалізавала ўдзел Германіі менавіта ў міратворчым кантэксце.",0.0
Першай жанчынай-канцлерам у 2005 годзе была абрана Ангела Меркель.,0.0
"У перыяд з 2005 па 2009 гг.. яна стаяла на чале так званай «Вялікай кааліцыі», якую падтрымлівала яе ўласная парламенцкая група (у складзе ХДС і ХСС) і сацыял-дэмакратычная партыя (СДПГ).",0.0
"Пасля ўсеагульных выбараў 27 верасня 2009 г.. Меркель сфармавала цяперашні кааліцыйны ўрад, у якім Сацыял-дэмакратычную партыю замяніла Свабодная дэмакратычная партыя (СвДП).",0.0
У 2013 і 2018 Меркель была пераабрана на пасаду канцлера ў трэці і чацвёрты раз.,0.0
,0.0
,0.0
,0.0
"Германія — дэмакратычная парламенцкая рэспубліка.. Усе палітычныя працэсы кантралюе прыняты ў 1949 годзе Асноўны закон ФРГ — фактычна, Канстытуцыя, — які дэкларуе грамадзянам краіны захоўванне правоў чалавека, вяршэнства права, падзел уладаў.",0.0
"Пасля аб’яднання Германіі ў 1990-м Асноўны закон ФРГ нязменным выглядзе быў распаўсюджаны на ўсходнія землі.. Каб унесці ў Асноўны закон папраўкі, неабходны галасы больш чым двух трацін абедзвюх палат парламента.",0.0
,0.0
,0.0
,0.0
"Парламент складаецца з двух палатаў: вышэйшай (Бундэсрат, 79 крэслаў) і ніжэйшай (Бундэстаг, 709 крэслаў).",0.0
Выбары у Бундэстаг праходзяць кожныя 4 гады па прапарцыйнай сістэме.. Кіруе палатай яе прэзідэнт (Bundestagspräsident).,0.0
"У Бундэсраце ажыццяўляецца прадстаўніцтва федэральных земляў.. Кожная зямля дэлегуе ў вышэйшую палату ад трох (Брэмен, Саар, Мекленбург і Гамбург) да шасці (Баварыя, Паўночны Рэйн-Вестфалія, Бадэн-Вюртэмберг, Ніжняя Саксонія) сенатараў.",0.0
"З канца 1949 і па сённяшні дзень галоўнымі палітычнымі сіламі з’яўляюцца дзве партыі: Хрысціянска-дэмакратычны саюз (ХДС), што выступае блокам з Хрысціянска-сацыяльным саюзам у Баварыі (ХСС) і Сацыял-дэмакратычная партыя Германіі (СДПГ).",0.0
"Каб атрымаць парламенцкую большасць, пасля выбараў партыі ствараюць кааліцыі.. На апошніх выбарах у Бундэстаг 24 верасня 2017 традыцыйна перамог блок ХДС/ХСС, набраўшы каля 36 % галасоў (246 крэслаў).",0.0
"На другім месцы (154 крэслы) прыйшла СДПГ.. Упершыню, і адразу на адразу трэцім месцы (84 крэслы), у ніжнюю палату прабілася маладая правапапулісцкая партыя Альтэрнатыва для Германіі (АДГ).",0.0
"Таксама 5-адсоткавы парламенцкі парог на гэтых выбарах пераадолелі партыі: ліберальная Свабодная дэмакратычная партыя, левапапулісцкая партыя Левыя (Die Linke), Зялёныя.. Паколькі ніводная з партый не набрала абсалютнай большасці галасоў, 7 лютага 2018 года ХДС/ХСС ды СДПГ зноў стварылі «вялікую кааліцыю»",0.0
,0.0
,0.0
,0.0
"Прэзідэнт ФРГ выконвае прадстаўнічыя функцыі, а рэальныя паўнамоцтвы мае федэральны канцлер.",0.0
"Прэзідэнт абіраецца Федэральным сходам складам 30 чалавек з ліку Бундэстага і Бундэсрата, што збіраецца дзеля гэтага кожныя пяць год.. У 2017 годзе новым прэзідэнтам стаў Франк-Вальтэр Штайнмаер.",0.0
"Партыя, якая перамагае на парламенцкіх выбарах, прапаноўвае свайго канцлера і фарміруе ўрад, які павінен мець большасць дэпутатаў у Бундэстазе.. Федэральным канцлерам ужо чацвёрты тэрмін запар (з 22 лістапада 2005 года) застаецца Ангела Меркель, пераабраная на пасаду канцлера ў трэці і чацвёрты раз у 2013 і 2018 гадах.",0.0
,0.0
,0.0
Германія — адна з вядучых і найбольш аўтарытэтных дзяржаў на сусветнай арэне.,0.0
"Ачольвае спіс найбуйнейшых эканомік Еўропы.. ФРГ з’яўляецца адным з заснавальнікаў і актыўным удзельнікам Еўрапейскага саюза, «хрыбтом і сэрцам» арганізацыі.",0.0
Пасля паражэння ў Другой сусветнай вайне краіна перагледзела сваю ідэалогію і апошніх 75 гадоў з’яўляецца актыўным міратворцам у Еўропе і свеце.,0.0
,0.0
,0.0
,0.0
Дыпламатычныя адносіны ўрады ўстанавілі 13 сакавіка 1992 года.. З 2009 года паслом Рэспублікі Беларусь у Германіі з’яўляецца Андрэй Уладзіміравіч Гіра.,0.0
З 2012 паслом Германіі ў Рэспубліцы Беларусь з’яўляецца Вальфрам Маас.,0.0
У 1992 і 1995 гадах міністры замежных спраў Германіі прыязджалі ў Беларусь.. У красавіку 2002 года старшыня ўрада Беларусі Генадзь Навіцкі наведаў Германію.,0.0
У 2003 годзе нямецкія прадстаўнікі ў Парламецкім сходзе АБСЕ падтрымалі прапанову аб наданні правамоцнага статусу ў ім Нацыянальнаму сходу Беларусі.,0.0
Краіны таксама актыўна супрацоўнічаюць у культурнай сферы.. У Мінску ў 1993 годзе было адкрыта аддзяленне Інстытута імя Гётэ.,0.0
"Ажыццяўляюцца паездкі беларускіх дзяцей з раёнаў, пацярпелых ад наступстваў аварыі на Чарнобыльскай АЭС, на аздараўленне ў Германію.",0.0
"У Беларусі і Германіі налічваецца 19 пар пародненых гарадоў, у тым ліку Мінск — Бон, Віцебск — Франкфурт-на-Одэры, Віцебск — Нінбург, Магілёў — Айзенах, Полацк — Фрыдрыхсхафэн, Светлагорск — Хельмштэт, Нясвіж — Лайхінген.",0.0
,0.0
,0.0
"Германія — федэратыўная дзяржава, якая складаецца з 16 федэральных зямель (ням.. Bundesländer) — 13 вялікіх зямель і 3 гарадоў-зямель (вольныя гарады Берлін, Гамбург і Брэмен, праўда, у склад зямлі Брэмен уваходзяць два падзеленых Ніжняй Саксоніяй гарады: уласна Брэмен ды Брэмерхафен.",0.0
"Кожная зямля мае сваю канстытуцыю, парламент (ландтаг (Landtag) для зямель, гарадскі сход (Gemeinde) для вольных гарадоў).. Правы зямель, як і вольных гарадоў, абмежаваны Асноўным законам ФРГ.",0.0
Для зручнасці кіравання буйныя землі падзеленыя на адміністрацыйныя акругі (Regierungsbezirk).. На муніцыпальным узроўні ФРГ складаецца з 401 раёна (Kreise) — 294 сельскіх і 107 гарадскіх.,0.0
,0.0
,0.0
,0.0
Па колькасці насельніцтва (каля 83 млн чал.) Германія займае першае месца ў Еўропе (без Расіі).,0.0
"Паводле перапісу 2011 года, насельніцтва Германіі на 31 снежня 2011 года складала 80.327.900 жыхароў.. 15,7 % насельніцтва былі маладзей за 18 гадоў, 42,3 % паміж 18 і 49 гадамі, 20,8 % паміж 50 і 64 гадамі.",0.0
"21,2 % былі старэйшымі за 65 гадоў.. Вялікая працягласць жыцця (80,9 гадоў у 2018) з’яўляецца адначасова і вялікім дасягненнем і прычынай старэння насельніцтва.",0.0
"Сярэдні ўзрост у 2018 годзе складаў 47,4 гадоў.",0.0
,0.0
"Узровень нараджальнасці ў 2018 годзе быў вельмі нізкім у параўнанні з іншымі краінамі свету (8,6 на 1000), у сярэднім на кожную жанчыну прыходзілася 1,46 дзіцяці.. Асабліва нізкая нараджальнасць адзначаецца на ўсходніх землях, на тэрыторыі былой ГДР.",0.0
"Смяротнасць у 2018 годзе складала прыблізна 11,8 на 1000 жыхароў..",0.0
"Такія адмоўныя дэмаграфічныя паказчыкі назіраюцца з канца ХХ стагоддзя, таму для Германіі характэрна ўстойлівая дэпапуляцыя, праўда, значна кампенсаваная іміграцыяй.. У 2010-х іміграцыя настолькі ўзрасла, што агульная колькасць насельніцтва павялічылася на 2 мільёны чалавек.",0.0
"Традыцыйна вялікія сем’і ў мігранцім асяроддзі павысілі агульную нараджальнасць.. Паводле даследванняў 2015 года, 36 % дзяцей да 5 гадоў у Германіі прыйшлося на сем’і імігрантаў.",0.0
"Палітыку прыцягнення працоўных мігрантаў ФРГ распачала яшчэ ў 1960-х, тады ж слоўнікавы склад многіх моў свету папоўніўся нямецкім «гастрарбайтар».",0.0
